Data from HR2B16521__4__17-57-29-473.txt Node

Date: Wed Jan 29 17:57:29 EST 2025
User: Lanmp
Spectrometer: HR2B1652
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188.381	-301.78
188.85	5.22
189.319	10.22
189.787	3.22
190.256	11.22
190.725	16.22
191.193	24.22
191.662	24.22
192.13	20.22
192.599	18.22
193.067	15.22
193.536	26.22
194.004	20.22
194.473	16.22
194.941	13.22
195.409	26.22
195.878	24.22
196.346	27.22
196.814	15.22
197.282	20.22
197.751	23.22
198.219	19.22
198.687	23.22
199.155	14.22
199.623	17.22
200.091	23.22
200.559	12.22
201.028	20.22
201.496	24.22
201.964	19.22
202.432	21.22
202.899	26.22
203.367	22.22
203.835	20.22
204.303	25.22
204.771	29.22
205.239	23.22
205.707	29.22
206.174	22.22
206.642	20.22
207.11	15.22
207.577	33.22
208.045	23.22
208.513	25.22
208.98	22.22
209.448	29.22
209.915	27.22
210.383	36.22
210.851	29.22
211.318	29.22
211.785	31.22
212.253	29.22
212.72	27.22
213.188	28.22
213.655	25.22
214.122	18.22
214.59	22.22
215.057	25.22
215.524	28.22
215.991	17.22
216.459	24.22
216.926	23.22
217.393	24.22
217.86	36.22
218.327	20.22
218.794	25.22
219.261	21.22
219.728	23.22
220.195	27.22
220.662	32.22
221.129	23.22
221.596	35.22
222.063	26.22
222.53	31.22
222.997	26.22
223.463	18.22
223.93	19.22
224.397	26.22
224.864	24.22
225.33	29.22
225.797	31.22
226.264	28.22
226.73	26.22
227.197	30.22
227.663	25.22
228.13	24.22
228.596	27.22
229.063	30.22
229.529	29.22
229.996	35.22
230.462	20.22
230.929	22.22
231.395	25.22
231.861	31.22
232.328	28.22
232.794	33.22
233.26	26.22
233.726	22.22
234.193	40.22
234.659	33.22
235.125	26.22
235.591	30.22
236.057	23.22
236.523	23.22
236.989	19.22
237.455	25.22
237.921	19.22
238.387	30.22
238.853	30.22
239.319	31.22
239.785	30.22
240.251	34.22
240.717	24.22
241.183	27.22
241.648	32.22
242.114	40.22
242.58	27.22
243.046	24.22
243.511	31.22
243.977	30.22
244.443	26.22
244.908	21.22
245.374	25.22
245.839	35.22
246.305	38.22
246.77	21.22
247.236	33.22
247.701	33.22
248.167	22.22
248.632	39.22
249.098	33.22
249.563	28.22
250.028	21.22
250.493	31.22
250.959	29.22
251.424	34.22
251.889	24.22
252.354	29.22
252.82	26.22
253.285	28.22
253.75	37.22
254.215	35.22
254.68	33.22
255.145	35.22
255.61	32.22
256.075	28.22
256.54	38.22
257.005	33.22
257.47	24.22
257.935	30.22
258.4	22.22
258.864	26.22
259.329	24.22
259.794	18.22
260.259	25.22
260.723	28.22
261.188	28.22
261.653	33.22
262.117	32.22
262.582	30.22
263.047	29.22
263.511	35.22
263.976	31.22
264.44	33.22
264.905	36.22
265.369	31.22
265.834	39.22
266.298	27.22
266.762	25.22
267.227	28.22
267.691	20.22
268.155	37.22
268.62	24.22
269.084	28.22
269.548	36.22
270.012	25.22
270.476	34.22
270.941	37.22
271.405	36.22
271.869	30.22
272.333	30.22
272.797	43.22
273.261	29.22
273.725	29.22
274.189	30.22
274.653	30.22
275.117	24.22
275.581	34.22
276.044	19.22
276.508	29.22
276.972	34.22
277.436	20.22
277.9	22.22
278.363	31.22
278.827	32.22
279.291	28.22
279.754	34.22
280.218	32.22
280.682	43.22
281.145	24.22
281.609	29.22
282.072	27.22
282.536	30.22
282.999	21.22
283.463	31.22
283.926	34.22
284.389	39.22
284.853	34.22
285.316	35.22
285.779	29.22
286.243	30.22
286.706	34.22
287.169	37.22
287.632	41.22
288.096	39.22
288.559	40.22
289.022	31.22
289.485	28.22
289.948	39.22
290.411	35.22
290.874	31.22
291.337	37.22
291.8	36.22
292.263	42.22
292.726	32.22
293.189	31.22
293.652	29.22
294.114	29.22
294.577	34.22
295.04	33.22
295.503	35.22
295.966	24.22
296.428	36.22
296.891	34.22
297.354	33.22
297.816	38.22
298.279	36.22
298.741	31.22
299.204	31.22
299.666	41.22
300.129	28.22
300.591	47.22
301.054	36.22
301.516	31.22
301.979	34.22
302.441	29.22
302.903	26.22
303.366	40.22
303.828	35.22
304.29	26.22
304.752	23.22
305.215	27.22
305.677	20.22
306.139	32.22
306.601	30.22
307.063	38.22
307.525	32.22
307.987	35.22
308.449	28.22
308.911	27.22
309.373	29.22
309.835	34.22
310.297	31.22
310.759	30.22
311.221	34.22
311.683	32.22
312.145	25.22
312.606	34.22
313.068	29.22
313.53	38.22
313.992	33.22
314.453	36.22
314.915	39.22
315.376	31.22
315.838	32.22
316.3	35.22
316.761	30.22
317.223	36.22
317.684	35.22
318.146	38.22
318.607	35.22
319.069	30.22
319.53	30.22
319.991	35.22
320.453	38.22
320.914	41.22
321.375	27.22
321.836	32.22
322.298	44.22
322.759	27.22
323.22	33.22
323.681	24.22
324.142	28.22
324.603	32.22
325.064	26.22
325.526	36.22
325.987	32.22
326.448	29.22
326.909	35.22
327.369	38.22
327.83	33.22
328.291	39.22
328.752	36.22
329.213	32.22
329.674	27.22
330.135	46.22
330.595	29.22
331.056	34.22
331.517	36.22
331.977	34.22
332.438	39.22
332.899	35.22
333.359	32.22
333.82	35.22
334.28	37.22
334.741	37.22
335.201	39.22
335.662	28.22
336.122	24.22
336.583	35.22
337.043	35.22
337.503	32.22
337.964	37.22
338.424	43.22
338.884	35.22
339.345	33.22
339.805	37.22
340.265	29.22
340.725	35.22
341.185	23.22
341.645	25.22
342.105	31.22
342.566	38.22
343.026	35.22
343.486	39.22
343.946	32.22
344.406	27.22
344.865	38.22
345.325	35.22
345.785	31.22
346.245	33.22
346.705	23.22
347.165	36.22
347.625	29.22
348.084	39.22
348.544	38.22
349.004	35.22
349.463	29.22
349.923	36.22
350.383	42.22
350.842	34.22
351.302	27.22
351.761	29.22
352.221	37.22
352.68	33.22
353.14	42.22
353.599	33.22
354.059	39.22
354.518	31.22
354.977	33.22
355.437	25.22
355.896	33.22
356.355	31.22
356.814	36.22
357.274	21.22
357.733	36.22
358.192	33.22
358.651	28.22
359.11	27.22
359.569	22.22
360.028	35.22
360.487	32.22
360.946	33.22
361.405	38.22
361.864	23.22
362.323	29.22
362.782	39.22
363.241	39.22
363.7	29.22
364.159	35.22
