Data from HR2B16521__2__17-52-55-897.txt Node

Date: Wed Jan 29 17:52:55 EST 2025
User: Lanmp
Spectrometer: HR2B1652
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188.381	-299.94
188.85	10.06
189.319	5.06
189.787	4.06
190.256	15.06
190.725	15.06
191.193	18.06
191.662	16.06
192.13	22.06
192.599	22.06
193.067	20.06
193.536	22.06
194.004	25.06
194.473	24.06
194.941	20.06
195.409	19.06
195.878	18.06
196.346	24.06
196.814	21.06
197.282	24.06
197.751	21.06
198.219	22.06
198.687	22.06
199.155	21.06
199.623	18.06
200.091	31.06
200.559	31.06
201.028	25.06
201.496	25.06
201.964	30.06
202.432	42.06
202.899	25.06
203.367	25.06
203.835	28.06
204.303	34.06
204.771	27.06
205.239	30.06
205.707	34.06
206.174	34.06
206.642	32.06
207.11	27.06
207.577	31.06
208.045	38.06
208.513	32.06
208.98	28.06
209.448	31.06
209.915	33.06
210.383	34.06
210.851	31.06
211.318	27.06
211.785	34.06
212.253	34.06
212.72	31.06
213.188	35.06
213.655	34.06
214.122	35.06
214.59	44.06
215.057	35.06
215.524	26.06
215.991	36.06
216.459	35.06
216.926	29.06
217.393	32.06
217.86	39.06
218.327	34.06
218.794	32.06
219.261	32.06
219.728	39.06
220.195	37.06
220.662	42.06
221.129	31.06
221.596	38.06
222.063	39.06
222.53	32.06
222.997	42.06
223.463	40.06
223.93	29.06
224.397	32.06
224.864	39.06
225.33	35.06
225.797	32.06
226.264	26.06
226.73	32.06
227.197	34.06
227.663	32.06
228.13	43.06
228.596	38.06
229.063	38.06
229.529	31.06
229.996	42.06
230.462	37.06
230.929	32.06
231.395	36.06
231.861	40.06
232.328	41.06
232.794	35.06
233.26	36.06
233.726	32.06
234.193	48.06
234.659	48.06
235.125	43.06
235.591	41.06
236.057	45.06
236.523	27.06
236.989	37.06
237.455	34.06
237.921	36.06
238.387	39.06
238.853	41.06
239.319	50.06
239.785	35.06
240.251	40.06
240.717	34.06
241.183	42.06
241.648	41.06
242.114	44.06
242.58	36.06
243.046	41.06
243.511	31.06
243.977	36.06
244.443	44.06
244.908	32.06
245.374	34.06
245.839	38.06
246.305	42.06
246.77	44.06
247.236	43.06
247.701	43.06
248.167	44.06
248.632	34.06
249.098	41.06
249.563	34.06
250.028	28.06
250.493	37.06
250.959	48.06
251.424	37.06
251.889	36.06
252.354	39.06
252.82	42.06
253.285	37.06
253.75	39.06
254.215	37.06
254.68	35.06
255.145	36.06
255.61	46.06
256.075	33.06
256.54	40.06
257.005	34.06
257.47	41.06
257.935	42.06
258.4	48.06
258.864	35.06
259.329	38.06
259.794	34.06
260.259	46.06
260.723	45.06
261.188	46.06
261.653	38.06
262.117	44.06
262.582	38.06
263.047	49.06
263.511	40.06
263.976	36.06
264.44	37.06
264.905	31.06
265.369	41.06
265.834	31.06
266.298	44.06
266.762	43.06
267.227	47.06
267.691	33.06
268.155	40.06
268.62	38.06
269.084	46.06
269.548	32.06
270.012	35.06
270.476	44.06
270.941	46.06
271.405	26.06
271.869	32.06
272.333	42.06
272.797	47.06
273.261	45.06
273.725	41.06
274.189	36.06
274.653	44.06
275.117	32.06
275.581	35.06
276.044	39.06
276.508	46.06
276.972	46.06
277.436	45.06
277.9	41.06
278.363	46.06
278.827	38.06
279.291	43.06
279.754	40.06
280.218	42.06
280.682	38.06
281.145	31.06
281.609	45.06
282.072	48.06
282.536	44.06
282.999	32.06
283.463	53.06
283.926	45.06
284.389	47.06
284.853	45.06
285.316	39.06
285.779	44.06
286.243	37.06
286.706	46.06
287.169	40.06
287.632	37.06
288.096	41.06
288.559	44.06
289.022	42.06
289.485	42.06
289.948	45.06
290.411	48.06
290.874	44.06
291.337	54.06
291.8	50.06
292.263	41.06
292.726	43.06
293.189	48.06
293.652	38.06
294.114	40.06
294.577	39.06
295.04	44.06
295.503	38.06
295.966	44.06
296.428	41.06
296.891	41.06
297.354	40.06
297.816	43.06
298.279	36.06
298.741	40.06
299.204	40.06
299.666	37.06
300.129	39.06
300.591	62.06
301.054	45.06
301.516	43.06
301.979	43.06
302.441	41.06
302.903	42.06
303.366	36.06
303.828	37.06
304.29	46.06
304.752	54.06
305.215	40.06
305.677	54.06
306.139	47.06
306.601	42.06
307.063	42.06
307.525	40.06
307.987	42.06
308.449	45.06
308.911	40.06
309.373	37.06
309.835	39.06
310.297	56.06
310.759	44.06
311.221	42.06
311.683	41.06
312.145	44.06
312.606	42.06
313.068	36.06
313.53	48.06
313.992	43.06
314.453	45.06
314.915	45.06
315.376	32.06
315.838	47.06
316.3	43.06
316.761	49.06
317.223	47.06
317.684	34.06
318.146	43.06
318.607	38.06
319.069	49.06
319.53	44.06
319.991	48.06
320.453	49.06
320.914	53.06
321.375	47.06
321.836	43.06
322.298	42.06
322.759	43.06
323.22	35.06
323.681	41.06
324.142	48.06
324.603	40.06
325.064	44.06
325.526	40.06
325.987	54.06
326.448	41.06
326.909	47.06
327.369	48.06
327.83	46.06
328.291	41.06
328.752	45.06
329.213	55.06
329.674	48.06
330.135	54.06
330.595	39.06
331.056	42.06
331.517	43.06
331.977	43.06
332.438	45.06
332.899	54.06
333.359	46.06
333.82	35.06
334.28	46.06
334.741	46.06
335.201	38.06
335.662	56.06
336.122	43.06
336.583	48.06
337.043	52.06
337.503	43.06
337.964	46.06
338.424	48.06
338.884	42.06
339.345	47.06
339.805	44.06
340.265	48.06
340.725	34.06
341.185	44.06
341.645	43.06
342.105	43.06
342.566	42.06
343.026	44.06
343.486	39.06
343.946	45.06
344.406	46.06
344.865	51.06
345.325	37.06
345.785	40.06
346.245	48.06
346.705	42.06
347.165	43.06
347.625	50.06
348.084	49.06
348.544	46.06
349.004	55.06
349.463	43.06
349.923	34.06
350.383	53.06
350.842	51.06
351.302	50.06
351.761	52.06
352.221	51.06
352.68	52.06
353.14	46.06
